ndcg@5>=0.00,ndcg@5>=0.60,ndcg@5>=0.80,ndcg@5>=1.00,relevance,objective,x
0.06249999999999997,0.06249999999999997,0.06249999999999997,0.06249999999999997,0.06249999999999997,0.06249999999999997,1
0.12298387096774188,0.12298387096774188,0.12298387096774188,0.12499999999999994,0.12499999999999994,0.12298387096774188,2
0.1754032258064515,0.1754032258064515,0.1754032258064515,0.1874999999999999,0.1874999999999999,0.1754032258064515,3
0.2278225806451612,0.2278225806451612,0.2278225806451612,0.2499999999999999,0.2499999999999999,0.2278225806451612,4
0.28225806451612895,0.28225806451612895,0.28225806451612895,0.31249999999999983,0.31249999999999983,0.28225806451612895,5
0.3387096774193547,0.33870967741935476,0.3387096774193547,0.3749999999999998,0.3749999999999998,0.3387096774193547,6
0.3951612903225805,0.36693548387096764,0.3951612903225805,0.43749999999999983,0.43749999999999983,0.3951612903225805,7
0.40322580645161277,0.3870967741935484,0.38709677419354827,0.4999999999999998,0.4999999999999998,0.4193548387096772,8
0.43548387096774116,0.4354838709677412,0.4354838709677412,0.5624999999999989,0.5624999999999989,0.4354838709677412,9
0.48387096774193417,0.48387096774193417,0.48387096774193417,0.624999999999998,0.624999999999998,0.4838709677419342,10
0.5322580645161271,0.5322580645161271,0.5322580645161271,0.6874999999999971,0.6874999999999971,0.5322580645161272,11
0.5645161290322572,0.38709677419354754,0.38709677419354754,0.7499999999999962,0.7499999999999962,0.5806451612903203,12
0.3911290322580663,0.4193548387096763,0.4193548387096763,0.8124999999999953,0.8124999999999953,0.6290322580645133,13
0.3346774193548418,0.45161290322580533,0.45161290322580533,0.8749999999999944,0.8749999999999944,0.6774193548387064,14
0.20854334677419775,0.48387096774193417,0.48387096774193417,0.9374999999999936,0.9374999999999936,0.7258064516128994,15
0.094758064516134,0.5161290322580666,0.5161290322580666,0.9999999999999927,0.9999999999999927,0.7741935483870923,16
0.11743951612902653,0.2883064516128969,0.2883064516128969,1.0624999999999918,1.0624999999999918,0.8185483870967705,17
0.16229838709676764,0.26008064516128354,0.26008064516128354,1.124999999999991,1.124999999999991,0.63709677419354,18
0.20715725806450874,0.2852822580645086,0.2852822580645086,1.18749999999999,1.18749999999999,0.48135080645160877,19
0.25201612903224985,0.31048387096773367,0.31048387096773367,1.2499999999999891,1.2499999999999891,0.3366935483870923,20
0.28225806451612045,0.3155241935483787,0.3155241935483787,1.3124999999999882,1.3124999999999882,0.31401209677418973,21
0.3145161290322504,0.3124999999999917,0.3124999999999917,1.3749999999999871,1.3749999999999871,0.3074596774193507,22
0.3669354838709594,0.338709677419346,0.338709677419346,1.4374999999999862,1.4374999999999862,0.30997983870967305,23
0.3870967741935404,0.38709677419353905,0.38709677419353905,1.4999999999999853,1.4999999999999853,0.3346774193548341,24
0.43548387096773344,0.43548387096773206,0.43548387096773206,1.5624999999999845,1.5624999999999845,0.37903225806450364,25
0.48387096774192645,0.48387096774192506,0.48387096774192506,1.6249999999999836,1.6249999999999836,0.4354838709677288,26
0.5322580645161196,0.5322580645161181,0.5322580645161181,1.6874999999999827,1.6874999999999827,0.49193548387095387,27
0.5806451612903125,0.38709677419354604,0.38709677419354604,1.749999999999982,1.749999999999982,0.5443548387096673,28
0.41935483870967405,0.419354838709675,0.419354838709675,1.8124999999999811,1.8124999999999811,0.5614919354838603,29
0.4516129032258031,0.45161290322580405,0.45161290322580405,1.8749999999999802,1.8749999999999802,0.5786290322580534,30
0.48387096774193217,0.48387096774193306,0.48387096774193306,1.9374999999999793,1.9374999999999793,0.5967741935483755,31
0.5161290322580745,0.5161290322580727,0.5161290322580727,1.9999999999999785,1.9999999999999785,0.6451612903225685,32
0.32062752016127255,0.3187373991935292,0.3187373991935292,2.0624999999999774,2.0624999999999774,0.7016129032257883,33
0.3185483870967556,0.308593749999981,0.308593749999981,2.124999999999977,2.124999999999977,0.7499999999999847,34
